RNCID=1,CI=1,USERLABEL=RNC01-1-1,FDDARFCN=12,SCRCODE=0,PRIMARYCPICHPOWER=300,QQUALMIN=-24,LAC=1,QRXLEVMIN=-115,USEDFREQTHRESH2DECNO=-12,USEDFREQTHRESH2DRSCP=-100,SRATSEARCH=4
RNCID=1,CI=2,USERLABEL=RNC01-2-1,FDDARFCN=12,SCRCODE=0,PRIMARYCPICHPOWER=300,QQUALMIN=-24,LAC=1,QRXLEVMIN=-115,USEDFREQTHRESH2DECNO=-12,USEDFREQTHRESH2DRSCP=-100,SRATSEARCH=4
RNCID=1,CI=3,USERLABEL=RNC01-3-1,FDDARFCN=12,SCRCODE=0,PRIMARYCPICHPOWER=300,QQUALMIN=-24,LAC=1,QRXLEVMIN=-115,USEDFREQTHRESH2DECNO=-12,USEDFREQTHRESH2DRSCP=-100,SRATSEARCH=4
RNCID=1,CI=4,USERLABEL=RNC01-3-2,FDDARFCN=12,SCRCODE=0,PRIMARYCPICHPOWER=300,QQUALMIN=-24,LAC=1,QRXLEVMIN=-115,USEDFREQTHRESH2DECNO=-12,USEDFREQTHRESH2DRSCP=-100,SRATSEARCH=4
RNCID=1,CI=5,USERLABEL=RNC01-3-3,FDDARFCN=12,SCRCODE=0,PRIMARYCPICHPOWER=300,QQUALMIN=-24,LAC=1,QRXLEVMIN=-115,USEDFREQTHRESH2DECNO=-12,USEDFREQTHRESH2DRSCP=-100,SRATSEARCH=4
RNCID=1,CI=6,USERLABEL=RNC01-4-1,FDDARFCN=12,SCRCODE=0,PRIMARYCPICHPOWER=300,QQUALMIN=-24,LAC=1,QRXLEVMIN=-115,USEDFREQTHRESH2DECNO=-12,USEDFREQTHRESH2DRSCP=-100,SRATSEARCH=4
RNCID=1,CI=7,USERLABEL=RNC01-4-2,FDDARFCN=12,SCRCODE=0,PRIMARYCPICHPOWER=300,QQUALMIN=-24,LAC=1,QRXLEVMIN=-115,USEDFREQTHRESH2DECNO=-12,USEDFREQTHRESH2DRSCP=-100,SRATSEARCH=4
RNCID=1,CI=8,USERLABEL=RNC01-4-3,FDDARFCN=12,SCRCODE=0,PRIMARYCPICHPOWER=300,QQUALMIN=-24,LAC=1,QRXLEVMIN=-115,USEDFREQTHRESH2DECNO=-12,USEDFREQTHRESH2DRSCP=-100,SRATSEARCH=4
RNCID=1,CI=9,USERLABEL=RNC01-5-1,FDDARFCN=12,SCRCODE=0,PRIMARYCPICHPOWER=300,QQUALMIN=-24,LAC=1,QRXLEVMIN=-115,USEDFREQTHRESH2DECNO=-12,USEDFREQTHRESH2DRSCP=-100,SRATSEARCH=4
RNCID=1,CI=10,USERLABEL=RNC01-5-2,FDDARFCN=12,SCRCODE=0,PRIMARYCPICHPOWER=300,QQUALMIN=-24,LAC=1,QRXLEVMIN=-115,USEDFREQTHRESH2DECNO=-12,USEDFREQTHRESH2DRSCP=-100,SRATSEARCH=4
