...script started running at Wed Aug 22 16:59:56 BST 2012


CREATING A REPORT FOR IRATHOM (supported by qfatonu)

###################################
# RNC01
###################################
CID=1;UTRANCELLID=RNC01-1-1;RNCCOUNT=01;RBSCOUNT=1;CELLCOUNT=1
CID=2;UTRANCELLID=RNC01-2-1;RNCCOUNT=01;RBSCOUNT=2;CELLCOUNT=1
CID=3;UTRANCELLID=RNC01-3-1;RNCCOUNT=01;RBSCOUNT=3;CELLCOUNT=1
CID=4;UTRANCELLID=RNC01-4-1;RNCCOUNT=01;RBSCOUNT=4;CELLCOUNT=1
CID=5;UTRANCELLID=RNC01-5-1;RNCCOUNT=01;RBSCOUNT=5;CELLCOUNT=1
CID=6;UTRANCELLID=RNC01-6-1;RNCCOUNT=01;RBSCOUNT=6;CELLCOUNT=1
CID=7;UTRANCELLID=RNC01-7-1;RNCCOUNT=01;RBSCOUNT=7;CELLCOUNT=1
CID=8;UTRANCELLID=RNC01-8-1;RNCCOUNT=01;RBSCOUNT=8;CELLCOUNT=1
CID=9;UTRANCELLID=RNC01-9-1;RNCCOUNT=01;RBSCOUNT=9;CELLCOUNT=1
CID=10;UTRANCELLID=RNC01-9-2;RNCCOUNT=01;RBSCOUNT=9;CELLCOUNT=2
CID=11;UTRANCELLID=RNC01-9-3;RNCCOUNT=01;RBSCOUNT=9;CELLCOUNT=3
CID=12;UTRANCELLID=RNC01-10-1;RNCCOUNT=01;RBSCOUNT=10;CELLCOUNT=1
CID=13;UTRANCELLID=RNC01-10-2;RNCCOUNT=01;RBSCOUNT=10;CELLCOUNT=2
CID=14;UTRANCELLID=RNC01-10-3;RNCCOUNT=01;RBSCOUNT=10;CELLCOUNT=3
CID=15;UTRANCELLID=RNC01-11-1;RNCCOUNT=01;RBSCOUNT=11;CELLCOUNT=1
CID=16;UTRANCELLID=RNC01-11-2;RNCCOUNT=01;RBSCOUNT=11;CELLCOUNT=2
CID=17;UTRANCELLID=RNC01-11-3;RNCCOUNT=01;RBSCOUNT=11;CELLCOUNT=3
CID=18;UTRANCELLID=RNC01-12-1;RNCCOUNT=01;RBSCOUNT=12;CELLCOUNT=1
CID=19;UTRANCELLID=RNC01-12-2;RNCCOUNT=01;RBSCOUNT=12;CELLCOUNT=2
CID=20;UTRANCELLID=RNC01-12-3;RNCCOUNT=01;RBSCOUNT=12;CELLCOUNT=3
