#...script started running at Tue Oct 8 06:55:44 IST 2013
#
#
#CREATING A REPORT FOR IRATHOM (supported by qfatonu)
#
###################################
# STANDARD PLMNIDENDITY ATTRIBUTES
###################################
MCC=46;MNC=6;MNCLENGTH=2

###################################
# RNC01
###################################
RNCID:01 CI:1 USERLABEL:RNC01-1-1 FDDARFCN:1 SCRCODE:1 PRIMARYCPICHPOWER:300
  QQUALMIN:-24 LAC:1 QRXLEVMIN:-115 USEDFREQTHRESH2DECNO:-12 USEDFREQTHRESH2DRSCP:-100 SRATSEARCH:4

RNCID:01 CI:2 USERLABEL:RNC01-2-1 FDDARFCN:1 SCRCODE:2 PRIMARYCPICHPOWER:300
  QQUALMIN:-24 LAC:1 QRXLEVMIN:-115 USEDFREQTHRESH2DECNO:-12 USEDFREQTHRESH2DRSCP:-100 SRATSEARCH:4

RNCID:01 CI:3 USERLABEL:RNC01-3-1 FDDARFCN:1 SCRCODE:3 PRIMARYCPICHPOWER:300
  QQUALMIN:-24 LAC:1 QRXLEVMIN:-115 USEDFREQTHRESH2DECNO:-12 USEDFREQTHRESH2DRSCP:-100 SRATSEARCH:4

RNCID:01 CI:4 USERLABEL:RNC01-4-1 FDDARFCN:1 SCRCODE:4 PRIMARYCPICHPOWER:300
  QQUALMIN:-24 LAC:1 QRXLEVMIN:-115 USEDFREQTHRESH2DECNO:-12 USEDFREQTHRESH2DRSCP:-100 SRATSEARCH:4

RNCID:01 CI:5 USERLABEL:RNC01-5-1 FDDARFCN:1 SCRCODE:5 PRIMARYCPICHPOWER:300
  QQUALMIN:-24 LAC:1 QRXLEVMIN:-115 USEDFREQTHRESH2DECNO:-12 USEDFREQTHRESH2DRSCP:-100 SRATSEARCH:4

RNCID:01 CI:6 USERLABEL:RNC01-6-1 FDDARFCN:1 SCRCODE:6 PRIMARYCPICHPOWER:300
  QQUALMIN:-24 LAC:1 QRXLEVMIN:-115 USEDFREQTHRESH2DECNO:-12 USEDFREQTHRESH2DRSCP:-100 SRATSEARCH:4

RNCID:01 CI:7 USERLABEL:RNC01-7-1 FDDARFCN:1 SCRCODE:7 PRIMARYCPICHPOWER:300
  QQUALMIN:-24 LAC:1 QRXLEVMIN:-115 USEDFREQTHRESH2DECNO:-12 USEDFREQTHRESH2DRSCP:-100 SRATSEARCH:4

RNCID:01 CI:8 USERLABEL:RNC01-8-1 FDDARFCN:1 SCRCODE:8 PRIMARYCPICHPOWER:300
  QQUALMIN:-24 LAC:1 QRXLEVMIN:-115 USEDFREQTHRESH2DECNO:-12 USEDFREQTHRESH2DRSCP:-100 SRATSEARCH:4

RNCID:01 CI:9 USERLABEL:RNC01-9-1 FDDARFCN:1 SCRCODE:9 PRIMARYCPICHPOWER:300
  QQUALMIN:-24 LAC:1 QRXLEVMIN:-115 USEDFREQTHRESH2DECNO:-12 USEDFREQTHRESH2DRSCP:-100 SRATSEARCH:4

RNCID:01 CI:10 USERLABEL:RNC01-10-1 FDDARFCN:1 SCRCODE:10 PRIMARYCPICHPOWER:300
  QQUALMIN:-24 LAC:1 QRXLEVMIN:-115 USEDFREQTHRESH2DECNO:-12 USEDFREQTHRESH2DRSCP:-100 SRATSEARCH:4

RNCID:01 CI:11 USERLABEL:RNC01-10-2 FDDARFCN:1 SCRCODE:11 PRIMARYCPICHPOWER:300
  QQUALMIN:-24 LAC:1 QRXLEVMIN:-115 USEDFREQTHRESH2DECNO:-12 USEDFREQTHRESH2DRSCP:-100 SRATSEARCH:4

RNCID:01 CI:12 USERLABEL:RNC01-10-3 FDDARFCN:1 SCRCODE:12 PRIMARYCPICHPOWER:300
  QQUALMIN:-24 LAC:1 QRXLEVMIN:-115 USEDFREQTHRESH2DECNO:-12 USEDFREQTHRESH2DRSCP:-100 SRATSEARCH:4

RNCID:01 CI:13 USERLABEL:RNC01-11-1 FDDARFCN:1 SCRCODE:13 PRIMARYCPICHPOWER:300
  QQUALMIN:-24 LAC:1 QRXLEVMIN:-115 USEDFREQTHRESH2DECNO:-12 USEDFREQTHRESH2DRSCP:-100 SRATSEARCH:4

RNCID:01 CI:14 USERLABEL:RNC01-11-2 FDDARFCN:1 SCRCODE:14 PRIMARYCPICHPOWER:300
  QQUALMIN:-24 LAC:1 QRXLEVMIN:-115 USEDFREQTHRESH2DECNO:-12 USEDFREQTHRESH2DRSCP:-100 SRATSEARCH:4

RNCID:01 CI:15 USERLABEL:RNC01-11-3 FDDARFCN:1 SCRCODE:15 PRIMARYCPICHPOWER:300
  QQUALMIN:-24 LAC:1 QRXLEVMIN:-115 USEDFREQTHRESH2DECNO:-12 USEDFREQTHRESH2DRSCP:-100 SRATSEARCH:4

RNCID:01 CI:16 USERLABEL:RNC01-12-1 FDDARFCN:1 SCRCODE:16 PRIMARYCPICHPOWER:300
  QQUALMIN:-24 LAC:1 QRXLEVMIN:-115 USEDFREQTHRESH2DECNO:-12 USEDFREQTHRESH2DRSCP:-100 SRATSEARCH:4

RNCID:01 CI:17 USERLABEL:RNC01-12-2 FDDARFCN:1 SCRCODE:17 PRIMARYCPICHPOWER:300
  QQUALMIN:-24 LAC:1 QRXLEVMIN:-115 USEDFREQTHRESH2DECNO:-12 USEDFREQTHRESH2DRSCP:-100 SRATSEARCH:4

RNCID:01 CI:18 USERLABEL:RNC01-12-3 FDDARFCN:1 SCRCODE:18 PRIMARYCPICHPOWER:300
  QQUALMIN:-24 LAC:1 QRXLEVMIN:-115 USEDFREQTHRESH2DECNO:-12 USEDFREQTHRESH2DRSCP:-100 SRATSEARCH:4

RNCID:01 CI:19 USERLABEL:RNC01-13-1 FDDARFCN:1 SCRCODE:19 PRIMARYCPICHPOWER:300
  QQUALMIN:-24 LAC:1 QRXLEVMIN:-115 USEDFREQTHRESH2DECNO:-12 USEDFREQTHRESH2DRSCP:-100 SRATSEARCH:4

RNCID:01 CI:20 USERLABEL:RNC01-13-2 FDDARFCN:1 SCRCODE:20 PRIMARYCPICHPOWER:300
  QQUALMIN:-24 LAC:1 QRXLEVMIN:-115 USEDFREQTHRESH2DECNO:-12 USEDFREQTHRESH2DRSCP:-100 SRATSEARCH:4

RNCID:01 CI:21 USERLABEL:RNC01-13-3 FDDARFCN:1 SCRCODE:21 PRIMARYCPICHPOWER:300
  QQUALMIN:-24 LAC:1 QRXLEVMIN:-115 USEDFREQTHRESH2DECNO:-12 USEDFREQTHRESH2DRSCP:-100 SRATSEARCH:4

RNCID:01 CI:22 USERLABEL:RNC01-14-1 FDDARFCN:1 SCRCODE:22 PRIMARYCPICHPOWER:300
  QQUALMIN:-24 LAC:1 QRXLEVMIN:-115 USEDFREQTHRESH2DECNO:-12 USEDFREQTHRESH2DRSCP:-100 SRATSEARCH:4

RNCID:01 CI:23 USERLABEL:RNC01-14-2 FDDARFCN:1 SCRCODE:23 PRIMARYCPICHPOWER:300
  QQUALMIN:-24 LAC:1 QRXLEVMIN:-115 USEDFREQTHRESH2DECNO:-12 USEDFREQTHRESH2DRSCP:-100 SRATSEARCH:4

RNCID:01 CI:24 USERLABEL:RNC01-14-3 FDDARFCN:1 SCRCODE:24 PRIMARYCPICHPOWER:300
